id,Protein names,Gene names,PROlong_mean
2286,Ras-related protein R-Ras,RRAS,1.1277
2287,Serine/threonine-protein kinase A-Raf,ARAF,0.9905400000000001
2288,Histone H1.4,HIST1H1E,0.6222266666666667
2289,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,0.9206833333333333
2290,Receptor-type tyrosine-protein phosphatase F,PTPRF,1.0742099999999999
2291,Thioredoxin,TXN,1.0472
2292,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,1.0832
2293,Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,CTSA,1.0695666666666668
2294,Microsomal glutathione S-transferase 1,MGST1,1.17895
2295,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,1.4052
2296,Uroporphyrinogen-III synthase,UROS,1.28765
2297,S-formylglutathione hydrolase,ESD,1.1283333333333334
2298,"60 kDa heat shock protein, mitochondrial",HSPD1,0.97709
2299,Hyaluronan and proteoglycan link protein 1,HAPLN1,1.8792333333333333
2300,78 kDa glucose-regulated protein,HSPA5,1.0804333333333334
2301,Laminin subunit gamma-1,LAMC1,1.4382
2302,Heat shock cognate 71 kDa protein,HSPA8,0.9960466666666666
2303,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,0.7339466666666666
2304,Protein 4.1,EPB41,1.0046433333333333
2305,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,0.97535
2306,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,1.0047666666666666
2307,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",DBT,0.97958
2308,"Glycogen phosphorylase, brain form",PYGB,1.0796666666666668
2309,Ras-related protein Ral-A,RALA,1.01022
2310,Ras-related protein Ral-B,RALB,0.9057633333333334
2311,Breakpoint cluster region protein,BCR,1.4252
2312,Lysosome-associated membrane glycoprotein 1,LAMP1,1.2781666666666667
2313,Serine/threonine-protein kinase pim-1,PIM1,1.1766
2314,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,1.0943333333333334
2315,DNA topoisomerase 1,TOP1,0.80593
2316,DNA topoisomerase 2-alpha,TOP2A,0.43699
2317,Glucose-6-phosphate 1-dehydrogenase,G6PD,1.1202666666666667
2318,Ubiquitin-like protein 4A,UBL4A,1.0131133333333333
2319,"Pyruvate carboxylase, mitochondrial",PC,1.1205333333333332
2320,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,0.9951533333333333
2321,Cation-independent mannose-6-phosphate receptor,IGF2R,1.0456666666666667
2322,Alcohol dehydrogenase class-3,ADH5,1.076
2323,Ribose-phosphate pyrophosphokinase 2,PRPS2,1.0330366666666666
2324,Polyadenylate-binding protein 1;Polyadenylate-binding protein;Polyadenylate-binding protein 3,PABPC1;PABPC3,0.7627633333333333
2325,Proliferating cell nuclear antigen,PCNA,0.78677
2326,"Histidine--tRNA ligase, cytoplasmic",HARS,1.0602
2327,Collagen alpha-2(VI) chain,COL6A2,1.5059
2328,ADP/ATP translocase 1,SLC25A4,1.175
2329,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,0.9802933333333333
2330,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,1.0207666666666666
2331,Nucleoprotein TPR,TPR,0.86159
2332,Retinaldehyde-binding protein 1,RLBP1,1.1497
2333,Creatine kinase B-type,CKB,1.0936
2334,"Creatine kinase U-type, mitochondrial",CKMT1A,1.2318666666666667
2335,Alpha-actinin-1,ACTN1,1.0131866666666667
2337,Proto-oncogene tyrosine-protein kinase Src,SRC,0.9554033333333333
2338,Xaa-Pro dipeptidase,PEPD,1.0233333333333334
2339,X-ray repair cross-complementing protein 6,XRCC6,0.9050766666666666
2340,X-ray repair cross-complementing protein 5,XRCC5,0.9299633333333334
2341,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,1.3913666666666666
2342,Lysosome-associated membrane glycoprotein 2,LAMP2,1.2736666666666667
2343,Ribonuclease inhibitor,RNH1,1.0870333333333333
2344,Cytochrome b-245 light chain,CYBA,1.5789
2345,Integrin alpha-4,ITGA4,1.0536
2346,Elongation factor 2,EEF2,0.90747
2347,Protein disulfide-isomerase A4,PDIA4,1.0292999999999999
2348,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,1.1914
2349,Tartrate-resistant acid phosphatase type 5,ACP5,1.5796666666666668
2350,Translationally-controlled tumor protein,TPT1,0.8803366666666667
2351,Delta-aminolevulinic acid dehydratase,ALAD,1.1371666666666667
2352,"HLA class II histocompatibility antigen, DRB1-4 beta chain",HLA-DRB1,1.1408666666666667
2353,"HLA class II histocompatibility antigen, DRB1-7 beta chain;HLA class II histocompatibility antigen, DRB1-9 beta chain;HLA class II histocompatibility antigen, DR beta 3 chain",HLA-DRB1;HLA-DRB3,1.3019666666666667
2354,Plastin-2,LCP1,1.3180666666666667
2355,Plastin-3,PLS3,0.9780800000000001
2356,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,1.0490333333333333
2357,"Glycogen [starch] synthase, muscle",GYS1,0.97217
2358,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,1.0374333333333334
2359,Beta-enolase;Enolase,ENO3,1.01236
2360,General transcription factor IIF subunit 2,GTF2F2,0.8857633333333333
2361,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,0.8555766666666667
2362,Macrophage migration inhibitory factor,MIF,1.0378666666666667
2364,Farnesyl pyrophosphate synthase,FDPS,1.0538
2365,Zinc finger protein RFP,TRIM27,0.68894
2366,Alcohol dehydrogenase [NADP(+)],AKR1A1,1.2329
2367,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.0181333333333333
2368,Pyruvate kinase PKM;Pyruvate kinase,PKM,1.0941666666666667
2370,Acylphosphatase-2,ACYP2,1.1068500000000001
2371,Endoplasmin,HSP90B1,1.0841
2372,Myosin light chain 6B,MYL6B,1.1093666666666666
2373,Insulin-degrading enzyme,IDE,1.0655999999999999
2374,Cytochrome c oxidase subunit 6B1,COX6B1,1.12
2375,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,0.7203066666666667
2376,"Aspartate--tRNA ligase, cytoplasmic",DARS,1.0257333333333334
2377,Cytochrome b-c1 complex subunit 7,UQCRB,1.0297766666666668
2378,Serine/threonine-protein kinase B-raf,BRAF,0.82193
2379,Aldose reductase,AKR1B1,1.1132333333333333
2380,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,0.9716733333333333
2381,Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase,UCHL3,1.0442333333333333
2382,Fos-related antigen 1,FOSL1,0.7025766666666667
2383,Nucleoside diphosphate kinase A,NME1,1.0172
2384,NAD(P)H dehydrogenase [quinone] 1,NQO1,1.4225333333333334
2385,NAD(P)H dehydrogenase [quinone] 1,NQO1,2.068233333333333
2386,N-acetylglucosamine-6-sulfatase,GNS,1.1949333333333334
2387,40S ribosomal protein S2,RPS2,0.9101266666666668
2388,Desmoplakin,DSP,1.5952333333333333
2389,Replication protein A 32 kDa subunit,RPA2,0.9948866666666667
2390,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,1.2693
2391,Carbonyl reductase [NADPH] 1,CBR1,1.0987333333333333
2392,Cyclic AMP-responsive element-binding protein 1,CREB1,0.9034733333333334
2393,Beta-galactosidase,GLB1,0.9653333333333333
2395,Cytoplasmic protein NCK1,NCK1,1.1193
2396,GC-rich sequence DNA-binding factor 2,GCFC2,0.9252666666666667
2397,Histone H1.5,HIST1H1B,0.7562066666666667
2398,Histone H1.3,HIST1H1D,0.6366633333333334
2399,Histone H1.2,HIST1H1C,0.7012033333333333
2400,NADPH--cytochrome P450 reductase,POR,1.1114
2401,Methylated-DNA--protein-cysteine methyltransferase,MGMT,1.0909333333333333
2402,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,0.9480266666666667
2403,Fumarylacetoacetase,FAH,1.0658333333333334
2404,Y-box-binding protein 3,YBX3,0.8263366666666667
2405,Y-box-binding protein 3,YBX3,0.8619533333333333
2406,Zinc finger protein 24,ZNF24,0.9391466666666667
2407,Alpha-N-acetylgalactosaminidase,NAGA,1.1673
2408,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,0.9974766666666667
2409,High mobility group protein HMG-I/HMG-Y,HMGA1,0.8882566666666667
2410,High mobility group protein HMG-I/HMG-Y,HMGA1,0.91959
2411,"Transmembrane protein 11, mitochondrial",TMEM11,1.0342
2412,"Aspartate aminotransferase, cytoplasmic",GOT1,1.1336333333333333
2413,Protein kinase C alpha type,PRKCA,0.8882966666666667
2414,Transcription factor jun-B,JUNB,0.76427
2415,Integrin alpha-2,ITGA2,1.0079
2416,Transcription factor jun-D,JUND,1.07165
2417,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,0.9382633333333333
2418,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,0.97587
2419,Calpain-2 catalytic subunit,CAPN2,1.0819333333333332
2420,Tyrosine-protein phosphatase non-receptor type 2;Tyrosine-protein phosphatase non-receptor type,PTPN2,0.74425
2421,CTP synthase 1,CTPS1,0.9631766666666667
2422,Endoglin,ENG,0.9840133333333333
2423,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,1.1196333333333333
2424,Galectin-3;Galectin,LGALS3,1.2046000000000001
2425,T-complex protein 1 subunit alpha,TCP1,1.0246333333333333
2426,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,0.97066
2427,TFIIH basal transcription factor complex helicase XPD subunit,ERCC2,0.9771166666666666
2428,60S ribosomal protein L35a,RPL35A,0.85222
2429,Integrin beta-5;Integrin beta,ITGB5,0.9856466666666667
2430,ADP-ribosylation factor 4,ARF4,1.0359
2431,60S ribosomal protein L7,RPL7,0.8601033333333333
2432,Vinculin,VCL,1.0632333333333335
2433,Receptor-type tyrosine-protein phosphatase alpha,PTPRA,1.2061
2434,Arylamine N-acetyltransferase 1,NAT1,1.0911333333333333
2435,Protein SON,SON,0.72585
2436,Negative elongation factor E,NELFE,0.8650133333333333
2437,Phosphoglycerate mutase 1,PGAM1,0.9787866666666667
2438,Regulator of chromosome condensation,RCC1,0.99294
2439,"ATP synthase-coupling factor 6, mitochondrial",ATP5J,1.1990333333333334
2440,Cadherin-2,CDH2,0.9022966666666666
2441,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,0.9641933333333333
2442,Nucleolin,NCL,0.7291033333333333
2443,Hexokinase-1,HK1,1.00448
2444,DNA-directed RNA polymerase II subunit RPB3,POLR2C,0.89009
2445,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,0.7687333333333333
2446,TFIIH basal transcription factor complex helicase XPB subunit,ERCC3,0.9300833333333333
2447,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,1.0490066666666666
2448,Spermidine synthase,SRM,1.0031833333333333
2449,Casein kinase II subunit alpha,CSNK2A2,0.85002
2450,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,NFKB1,1.1657666666666666
2451,Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase,ATP2B1,1.1440333333333332
2452,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,0.95759
2453,Annexin A7,ANXA7,0.7621633333333333
2454,TATA-box-binding protein;TATA box-binding protein-like protein 2,TBP;TBPL2,1.0028
2455,Transcription factor BTF3,BTF3,1.1102333333333334
2456,Ras-related protein Rab-3A,RAB3A,1.3341666666666667
2457,Ras-related protein Rab-4A,RAB4A,1.0239333333333334
2458,Ras-related protein Rab-5A,RAB5A,1.0484
2460,Ras-related protein Rab-6A,RAB6A,1.2861333333333334
2461,DNA mismatch repair protein Msh3,MSH3,0.87352
2462,Proteasome subunit beta type-1,PSMB1,1.0477666666666667
2463,Cation-dependent mannose-6-phosphate receptor,M6PR,1.0269
2464,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,1.3003
2465,Lamin-B1,LMNB1,0.9186866666666667
2466,Inosine-5-monophosphate dehydrogenase 1;Inosine-5-monophosphate dehydrogenase,IMPDH1,1.0093833333333333
2467,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain,AGA,0.8673133333333334
2468,Glutathione S-transferase Mu 3,GSTM3,1.2374333333333334
2469,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,1.0508
2470,V-type proton ATPase subunit C 1,ATP6V1C1,1.0483
2471,Cysteine and glycine-rich protein 1,CSRP1,1.1436
2473,Neurofibromin;Neurofibromin truncated,NF1,1.0405
2474,Cytoplasmic aconitate hydratase,ACO1,1.0018766666666667
2475,5-nucleotidase,NT5E,0.9432333333333334
2477,Voltage-dependent anion-selective channel protein 1,VDAC1,0.9688166666666667
2478,Receptor tyrosine-protein kinase erbB-3,ERBB3,1.2696
2479,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,0.8713866666666666
2480,Catechol O-methyltransferase,COMT,1.1381999999999999
2481,Protein-glutamine gamma-glutamyltransferase 2,TGM2,1.3311
2482,"Methylmalonyl-CoA mutase, mitochondrial",MUT,1.4195
2483,Oxysterol-binding protein 1,OSBP,1.2086666666666668
2484,rRNA 2-O-methyltransferase fibrillarin,FBL,0.6217033333333334
2485,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,1.0357666666666667
2486,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,1.0343
2487,Non-specific lipid-transfer protein,SCP2,1.3849333333333333
2488,Ubiquitin-like modifier-activating enzyme 1,UBA1,0.9882866666666666
2490,Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B,NME1-NME2;NME2;NME1,0.99771
2491,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,ENPP1,0.9412966666666667
2492,cAMP-dependent protein kinase catalytic subunit gamma,PRKACG,1.259865
2493,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,0.7036566666666667
2494,MHC class II regulatory factor RFX1,RFX1,0.9633233333333333
2495,Calretinin,CALB2,0.7853633333333333
2496,E3 ubiquitin-protein ligase CBL,CBL,1.08353
2497,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,1.0514999999999999
2498,"Ferrochelatase, mitochondrial",FECH,0.9801466666666667
2499,Transcription elongation factor A protein 1,TCEA1,1.1864666666666666
2500,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6,ITGA6,0.9623466666666667
2501,"Splicing factor, proline- and glutamine-rich",SFPQ,0.77056
2502,Tubulin gamma-1 chain;Tubulin gamma-2 chain,TUBG1;TUBG2,0.9372766666666666
2503,Peptidyl-prolyl cis-trans isomerase B,PPIB,0.9374233333333334
2504,Protein S100-A1;Protein S100,S100A1,1.0835
2505,"NAD-dependent malic enzyme, mitochondrial",ME2,1.0894666666666666
2506,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,1.2971333333333332
2507,40S ribosomal protein S3,RPS3,0.9700533333333333
2508,"Glycine cleavage system H protein, mitochondrial",GCSH,1.0488333333333333
2509,Ribosomal protein S6 kinase beta-1,RPS6KB1,1.3244
2510,Receptor-type tyrosine-protein phosphatase epsilon;Protein-tyrosine-phosphatase,PTPRE,1.1054
2511,Nuclear autoantigen Sp-100,SP100,1.00656
2512,Adenosylhomocysteinase,AHCY,1.0364666666666666
2513,Cofilin-1,CFL1,0.9731433333333334
2514,Plasma membrane calcium-transporting ATPase 4,ATP2B4,1.4297666666666666
2515,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2,0.99095
2516,Thymidylate kinase,DTYMK,0.9009666666666667
2517,Ribonucleoside-diphosphate reductase large subunit,RRM1,1.0935666666666666
2518,G1/S-specific cyclin-D1,CCND1,0.8619333333333333
2520,ER lumen protein-retaining receptor 1;ER lumen protein-retaining receptor;ER lumen protein-retaining receptor 2,KDELR1;KDELR2,1.47105
2521,Elongation factor 1-beta,EEF1B2,0.94154
2522,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,0.93745
2523,Low molecular weight phosphotyrosine protein phosphatase,ACP1,1.0300466666666668
2524,Low molecular weight phosphotyrosine protein phosphatase,ACP1,0.9472
2525,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,1.1067333333333333
2526,Tenascin,TNC,1.3426333333333333
2528,Beta-adrenergic receptor kinase 1,ADRBK1,1.1285
2529,DNA replication licensing factor MCM3,MCM3,0.8725133333333334
2530,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,1.0254333333333334
2531,40S ribosomal protein S12,RPS12,0.9646366666666667
2532,Tumor necrosis factor receptor superfamily member 6,FAS,1.2345666666666666
2533,DnaJ homolog subfamily B member 1,DNAJB1,1.0504666666666667
2534,"ATP synthase subunit alpha, mitochondrial",ATP5A1,0.85002
2535,Proteasome subunit alpha type-1,PSMA1,1.0607666666666666
2536,Proteasome subunit alpha type-3,PSMA3,1.0636666666666668
2537,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,1.0849
2539,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,1.4864666666666666
2540,Moesin,MSN,1.0989
2541,Probable ATP-dependent RNA helicase DDX6,DDX6,0.8528066666666667
2542,Catenin alpha-2,CTNNA2,0.9968066666666667
2543,DNA (cytosine-5)-methyltransferase 1,DNMT1,0.7706366666666666
2544,Splicing factor U2AF 65 kDa subunit,U2AF2,0.8425866666666667
2545,60S ribosomal protein L13,RPL13,0.8420933333333334
2546,Rab proteins geranylgeranyltransferase component A 2,CHML,1.1653
2547,Protein S100-A4,S100A4,1.1387666666666667
2548,High mobility group protein B2,HMGB2,0.9641766666666667
2549,"Threonine--tRNA ligase, cytoplasmic",TARS,1.0377
2550,Valine--tRNA ligase,VARS,0.9739966666666666
2551,Elongation factor 1-gamma,EEF1G,0.9050566666666666
2552,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,1.00409
2553,Erythrocyte band 7 integral membrane protein,STOM,1.5350333333333332
2554,"Adenylate kinase 4, mitochondrial",AK4,1.1270666666666667
2555,14-3-3 protein theta,YWHAQ,1.0055433333333332
2556,Mitogen-activated protein kinase 3;Mitogen-activated protein kinase,MAPK3,1.1966666666666668
2557,V-type proton ATPase 16 kDa proteolipid subunit,ATP6V0C,0.9668733333333334
2559,60S ribosomal protein L10,RPL10,0.8624666666666667
2560,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,0.9762766666666667
2561,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,1.01772
2562,Deoxycytidine kinase,DCK,0.9730033333333333
2563,Calreticulin,CALR,1.0290666666666666
2565,Calnexin,CANX,1.01952
2566,Phosphatidylinositol 3-kinase regulatory subunit alpha,PIK3R1,1.1212499999999999
2567,Proteasome subunit beta type;Proteasome subunit beta type-8,PSM8;PSMB8,1.2022666666666666
2568,Proteasome subunit alpha type-5,PSMA5,1.00177
2569,Proteasome subunit beta type-4,PSMB4,1.0574666666666668
2570,Proteasome subunit beta type-6;Proteasome subunit beta type,PSMB6,1.01648
2571,Proteasome subunit beta type-5,PSMB5,1.0389
2572,ATP-binding cassette sub-family D member 3,ABCD3,0.9508766666666667
2573,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,0.88697
2574,Mitogen-activated protein kinase 1,MAPK1,1.0313333333333334
2575,Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7,GRN,1.7321
2576,Cytosol aminopeptidase,LAP3,1.0514000000000001
2577,General transcription factor IIE subunit 1,GTF2E1,0.9433733333333334
2578,Transcription initiation factor IIE subunit beta,GTF2E2,0.9356133333333333
2579,Tripeptidyl-peptidase 2,TPP2,0.9908899999999999
2580,Inositol monophosphatase 1,IMPA1,1.0562
2581,Ephrin type-A receptor 2,EPHA2,0.77156
2582,Ephrin type-B receptor 2;Receptor protein-tyrosine kinase,EPHB2,1.02272
2583,SHC-transforming protein 1,SHC1,0.9595966666666667
2584,DNA-3-methyladenine glycosylase,MPG,1.4876
2586,Transketolase,TKT,0.9822433333333334
2587,Protein PML,PML,0.71567
2588,Elongation factor 1-delta,EEF1D,0.95873
2589,Elongation factor 1-delta,EEF1D,0.9120233333333333
